Date,O_Price_KRW,O_TR_KRW,AAPL_Price_KRW,AAPL_TR_KRW,005930.KS_Price_KRW,005930.KS_TR_KRW,S&P 500,KOSPI,Total_PR,Total_TR
2025-01-20,7470112.978272745,8438480.016663412,3324185.969102271,3359397.44461799,2613626.5625,2729667.6012753355,5996.66015625,2520.050048828125,13407925.509875016,14527545.062556738
2025-01-21,7465130.170825962,8432851.277019331,3178699.7338876873,3212370.144897164,2618520.8984375,2734779.2382743005,6049.240234375,2518.030029296875,13262350.80315115,14380000.660190796
2025-01-22,7240053.409061208,8178597.323713481,3174007.1271410584,3207627.831663263,2657676.3671875,2775673.150202327,6086.3701171875,2547.06005859375,13071736.903389767,14161898.30557907
2025-01-23,7306415.968828043,8253562.60684586,3190615.4533940926,3224412.081790188,2628309.5703125,2745002.51227223,6118.7099609375,2515.489990234375,13125340.992534636,14222977.200908277
2025-01-24,7332665.290407836,8283214.685234275,3177153.455022443,3210807.4870564626,2628309.5703125,2745002.51227223,6101.240234375,2536.800048828125,13138128.31574278,14239024.684562966
2025-01-27,7523465.916280635,8498749.212393027,3263721.5186440386,3298292.5238200505,2628309.5703125,2745002.51227223,6012.27978515625,2536.800048828125,13415497.005237173,14542044.248485306
2025-01-28,7336192.51716407,8287199.154088132,3359981.5363617986,3395572.176807472,2628309.5703125,2745002.51227223,6067.7001953125,2536.800048828125,13324483.623838369,14427773.843167834
2025-01-29,7342347.457762063,8294151.973060345,3435818.357516192,3472212.3003029763,2628309.5703125,2745002.51227223,6039.31005859375,2536.800048828125,13406475.385590754,14511366.785635551
2025-01-30,7377966.759925149,8334388.683051872,3410552.9643046483,3446679.283142973,2628309.5703125,2745002.51227223,6071.169921875,2536.800048828125,13416829.294542298,14526070.478467075
2025-01-31,7412894.09290147,8373843.7223817045,3383832.5527447276,3419675.8353371397,2564682.2265625,2678550.211365304,6040.52978515625,2517.3701171875,13361408.872208698,14472069.769084148
2025-02-03,7506344.406306092,8522852.719626196,3303557.4730622396,3338550.441012501,2496160.15625,2606985.865491259,5994.56982421875,2453.949951171875,13306062.035618331,14468389.026129957
2025-02-04,7454574.475356005,8464072.110462816,3378214.255586639,3413998.026306172,2579365.4296875,2693885.326346275,6037.8798828125,2481.68994140625,13412154.160630144,14571955.463115264
2025-02-05,7464005.958089139,8474780.803524472,3352871.078293398,3388386.4011357524,2589154.296875,2704108.8043282814,6061.47998046875,2509.27001953125,13406031.333257537,14567276.008988505
2025-02-06,7412617.951849848,8416433.83927317,3349144.9260581657,3384620.77959302,2642993.1640625,2760338.0352213555,6083.56982421875,2536.75,13404756.041970514,14561392.654087545
2025-02-07,7380501.914208708,8379968.651435071,3264930.963268932,3299514.7795000994,2628309.5703125,2745002.512272229,6025.990234375,2521.919921875,13273742.44779014,14424485.9432074
2025-02-10,7401901.08005791,8404265.689911267,3288005.658601094,3326498.8580473647,2721303.90625,2842125.6550933286,6066.43994140625,2521.27001953125,13411210.644909004,14572890.20305196
2025-02-11,7472832.761222497,8484802.931343112,3365787.3603755236,3405191.162439476,2726198.2421875,2847237.292092293,6068.5,2539.050048828125,13564818.36378552,14737231.385874882
2025-02-12,7417655.020427704,8422153.027110014,3421479.295501709,3461535.0918104863,2731092.7734375,2852349.133075335,6051.97021484375,2548.389892578125,13570227.089366913,14736037.251995835
